,Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
574903,Q6760748,Margrit Mondavi,American activist,Female,United States of America; Switzerland,Activist,1926,2016.0,natural causes,90.0
245807,Q2298182,Sol Stein,American publisher,Male,United States of America,Artist,1926,2019.0,natural causes,93.0
160731,Q1395520,Richard DeVos,American businessman,Male,United States of America,Entrepreneur,1926,2018.0,natural causes,92.0
350636,Q3736333,"Carmen Franco, 1st Duchess of Franco",Dowager Marquise of Villaverde,Female,Spain,Artist,1926,2017.0,natural causes,91.0
48083,Q309716,Michel Butor,French writer,Male,France,Artist,1926,2016.0,natural causes,90.0
241234,Q2176872,Russ Heath,American comic artist,Male,United States of America,Artist,1926,2018.0,natural causes,92.0
48978,Q314290,Harry Dean Stanton,"American actor, musician, and singer (1926-2017)",Male,United States of America,Artist,1926,2017.0,natural causes,91.0
63343,Q430420,Shizuteru Ueda,Japanese philosopher,Male,Japan,Teacher,1926,2019.0,natural causes,93.0
86371,Q600393,"John Dingell, Jr.",American politician (1926-2019),Male,United States of America,Politician,1926,2019.0,natural causes,93.0
62099,Q387744,"John Otho Marsh, Jr.",American politician (1926-2019),Male,United States of America,Politician,1926,2019.0,natural causes,93.0
495668,Q5699585,Marlow Cook,American politician,Male,United States of America,Politician,1926,2016.0,natural causes,90.0
502512,Q5752735,Carmencita Lara,Peruvian singer,Female,Peru,Artist,1926,2018.0,natural causes,92.0
58897,Q365334,Gregorio Álvarez,"Uruguayian general, dictator (1926-2016)",Male,Spain; Uruguay,Politician,1926,2016.0,natural causes,90.0
148927,Q1316827,Miyoko Asō,Japanese actress,Female,Japan,Artist,1926,2018.0,natural causes,92.0
537059,Q6176046,Jeffrey Hayden,American director,Male,United States of America,Television producer; television director,1926,2016.0,natural causes,90.0
538792,Q6193957,Jim Bush,American track and field coach,Male,United States of America,Athlete,1926,2017.0,natural causes,91.0
55638,Q349033,Clifford Husbands,Barbadian judge (1926-2017),Male,Barbados,Politician,1926,2017.0,natural causes,91.0
264872,Q2623768,Oleg Koshevoy,Soviet partisan,Male,Soviet Union,Military personnel,1926,1943.0,unnatural death,17.0
321274,Q3296450,Yash Pal,Indian physicist,Male,India; British Raj,Researcher,1926,2017.0,natural causes,91.0
258388,Q2547309,Walther Leisler Kiep,German politician,Male,Germany,Politician,1926,2016.0,natural causes,90.0
585911,Q7026326,Nicholas Tsoucalas,United States Judge,Male,United States of America,Judge,1926,2018.0,natural causes,92.0
44315,Q269890,Don Rickles,American stand-up comedian,Male,United States of America,Artist,1926,2017.0,natural causes,91.0
87555,Q612029,Antônio Ribeiro de Oliveira,Brazilian archbishop and theologian,Male,Brazil,Religious figure,1926,2017.0,natural causes,91.0
197969,Q1673899,Ishizaka Teruko,Japanese scientist and immunologist,Female,Japan,Teacher,1926,2019.0,natural causes,93.0
385406,Q4320649,Abner Mikva,"American politician, jurist and law professor",Male,United States of America,Politician,1926,2016.0,natural causes,90.0
280976,Q2893194,Moshe Barazani,Member of Lehi,Male,Iraq,Military personnel,1926,1947.0,suicide,21.0
384305,Q4297024,Shumon Miura,Japanese novelist,Male,Japan,Novelist,1926,2017.0,natural causes,91.0
271429,Q2744961,Gamil Ratib,Egyptian actor,Male,Egypt; France,Artist,1926,2018.0,natural causes,92.0
339839,Q3548276,Kin Sugai,actress,Female,Japan,Artist,1926,2018.0,natural causes,92.0
114054,Q912411,Witold Pyrkosz,Polish actor,Male,Poland,Artist,1926,2017.0,natural causes,91.0
43893,Q266335,Charlotte Rae,"American character actress, comedienne, and singer (1926-2018)",Female,United States of America,Artist,1926,2018.0,natural causes,92.0
578686,Q6793314,Maurice Lusien,French swimmer,Male,France,Athlete,1926,2017.0,natural causes,91.0
362621,Q3854018,Meir Nakar,membro dell'Irgun,Male,Mandatory Palestine,Artist,1926,1947.0,capital punishment,21.0
165397,Q1441725,Francis B. Schulte,American archbishop,Male,United States of America,Religious figure,1926,2016.0,natural causes,90.0
56720,Q355652,Steve Ditko,American comic book artist,Male,United States of America,Artist,1927,2018.0,natural causes,91.0
510130,Q5906235,Héctor Lechuga,Mexican actor,Male,Mexico,Artist,1927,2017.0,natural causes,90.0
639056,Q8004758,William B. Branch,American playwright,Male,United States of America,Playwright,1927,2019.0,natural causes,92.0
496990,Q5715560,Henri Landwirth,Belgian philanthropist,Male,Belgium,Hotel manager; philanthropist,1927,2018.0,natural causes,91.0
640825,Q8008303,William E. Schluter,American politician,Male,United States of America,Politician,1927,2018.0,natural causes,91.0
54370,Q337295,Odvar Nordli,Norwegian politician (1927-2018),Male,Norway,Politician,1927,2018.0,natural causes,91.0
848337,Q17183992,Ninalee Craig,American model,Female,United States of America,Model,1927,2018.0,natural causes,91.0
697426,Q11677237,Yasumasa Kakuma,Japanese politician,,Japan,Politician,1927,2019.0,accident,92.0
109902,Q862468,Bill Slater,English footballer (1927-2018),Male,United Kingdom,Athlete,1927,2018.0,natural causes,91.0
280520,Q2883992,Barbara Sinatra,"American former model and showgirl; best known as the wife of Zeppo Marx, and, later, Frank Sinatra",Female,United States of America,Socialite; showgirl; model,1927,2017.0,natural causes,90.0
373995,Q4120762,David Akers-Jones,British colonial administrator,Male,United Kingdom,Justice of the peace,1927,2019.0,natural causes,92.0
80790,Q552916,Harold Brown,U.S. Secretary of Defense (1927-2019),Male,United States of America,Researcher,1927,2019.0,natural causes,92.0
912301,Q19663528,Betty Lasky,film historian,Female,United States of America,Researcher,1927,2017.0,natural causes,90.0
64571,Q436996,Emmanuelle Riva,French actress (1927-2017),Female,France,Artist,1927,2017.0,natural causes,90.0
75301,Q515417,Greta Thyssen,actress (1927-2018),Female,United States of America,Artist,1927,2018.0,natural causes,91.0
92071,Q680368,W. S. Merwin,American poet,Male,United States of America,Artist,1927,2019.0,natural causes,92.0
69856,Q465442,Robert Guillaume,American actor (1927-2017),Male,United States of America,Artist,1927,2017.0,natural causes,90.0
118671,Q957946,Gino Marchetti,Player of American football (1927-2019),Male,United States of America,Athlete,1927,2019.0,natural causes,92.0
32528,Q134333,Roger Moore,British actor (1927-2017),Male,United Kingdom,Artist,1927,2017.0,natural causes,90.0
430770,Q5055674,CeDell Davis,American blues guitarist and singer,Male,United States of America,Artist,1927,2017.0,natural causes,90.0
239701,Q2158383,Peter Munk,"Canadian businessman, philanthropist",Male,Canada,Businessperson,1927,2018.0,natural causes,91.0
17846,Q91791,Martin Böttcher,German composer,Male,Germany,Artist,1927,2019.0,natural causes,92.0
486999,Q5591284,Grace McCarthy,Canadian politician,Female,Canada,Politician,1927,2017.0,natural causes,90.0
567700,Q6525664,Leonard Reiffel,American physicist,Male,United States of America,Researcher,1927,2017.0,natural causes,90.0
584191,Q6959968,Zhao Nanqi,Korean-born Chinese general,Male,People's Republic of China,Politician,1927,2018.0,natural causes,91.0
221971,Q1892935,Marcel Azzola,French musician,Male,France,Artist,1927,2019.0,natural causes,92.0
569618,Q6552977,Lindy Delapenha,Jamaican footballer (1927-2017),Male,Jamaica,Athlete,1927,2017.0,natural causes,90.0
15472,Q88008,Barthel Schink,Nazi resister from Germany,Male,Germany,Resistance fighter,1927,1944.0,capital punishment,17.0
49303,Q315808,Neil Simon,"American playwright, writer, academic",Male,United States of America,Artist,1927,2018.0,natural causes,91.0
215759,Q1790258,Agustín Edwards Eastman,Chilean publisher and journalist,Male,Chile,Businessperson,1927,2017.0,natural causes,90.0
1072978,Q42296482,Helen DeVos,American philanthropist and political donor,Female,United States of America,Businessperson,1927,2017.0,natural causes,90.0
339840,Q3548283,Minoru Uchida,Japanese actor and voice actor,Male,Japan,Artist,1927,2018.0,natural causes,91.0
40577,Q231234,Zuzana Růžičková,"Czech cemballist, music educator and pianist",Female,Czech Republic; Czechoslovakia,Teacher,1927,2017.0,natural causes,90.0
996006,Q23621929,Yukio Araki,Japanese Kamikaze pilot,Male,Japan,Military personnel,1928,1945.0,suicide,17.0
813281,Q16090763,Shorty Castro,Puerto Rican actor (1928-2018),Male,United States of America,Artist,1928,2018.0,natural causes,90.0
100950,Q737710,Robert D. Ray,American lawyer (1928-2018),Male,United States of America,Politician,1928,2018.0,natural causes,90.0
100959,Q737762,Nelson Pereira dos Santos,film director (1928-2018),Male,Brazil,Artist,1928,2018.0,natural causes,90.0
88156,Q623586,Ara Güler,Turkish photographer,Male,Turkey,Artist,1928,2018.0,natural causes,90.0
1117637,Q55559301,Wu Bing'an,Chinese ethnographer,Male,People's Republic of China; Republic of China (1912–1949),Ethnographer,1928,2018.0,natural causes,90.0
160788,Q1395848,Nicolás Leoz,football administrator,Male,Spain; Paraguay; Colombia,Athlete,1928,2019.0,natural causes,91.0
562253,Q6381794,Sonia Scurfield,Canadian businessman,Female,Canada,Athlete,1928,2018.0,natural causes,90.0
197631,Q1671317,Jack Edwards,American politician (1928-2019),Male,United States of America,Politician,1928,2019.0,natural causes,91.0
448707,Q5293297,Don Pederson,American politician,Male,United States of America,Politician,1928,2019.0,natural causes,91.0
137270,Q1209753,Dick Miller,American actor (1928-2019),Male,United States of America,Artist,1928,2019.0,natural causes,91.0
79689,Q545644,Jean Vanier,"Canadian humanitarian, Catholic philosopher, and theologian",Male,Canada,Artist,1928,2019.0,natural causes,91.0
9865,Q73125,Ju Kyu-chang,"North Korean official, head of the Korean Workers Party Machine-Building Industry Department, reputed head of North Korea's nuclear and missile programs, member of Central Military Commission of the Workers' Party (b.1939)",Male,North Korea,Politician,1928,2018.0,natural causes,90.0
660931,Q9341286,Chu Shijian,Chinese entrepreneur,Male,People's Republic of China; Republic of China (1912–1949),Entrepreneur,1928,2019.0,natural causes,91.0
692702,Q11577386,Seiko Tanabe,Japanese novelist and writer (1928-2019),Female,Japan,Artist,1928,2019.0,natural causes,91.0
590353,Q7145884,"Patricia McGowan Wald,",American judge,Female,United States of America,Judge,1928,2019.0,natural causes,91.0
689201,Q11522340,Yōko Sugi,Japanese actress,Female,Japan,Artist,1928,2019.0,natural causes,91.0
50749,Q322722,Robert Scheerer,American actor,Male,United States of America,Artist,1928,2018.0,natural causes,90.0
228314,Q1996140,Levko Lukyanenko,Ukrainian politician,Male,Ukraine; Soviet Union,Artist,1928,2018.0,natural causes,90.0
565991,Q6501627,Laurie Kelly,Australian politician,Male,Australia,Politician,1928,2018.0,natural causes,90.0
350660,Q3736724,Bill Maynard,English comedian and actor (1928-2018),Male,United Kingdom,Artist,1928,2018.0,accident,90.0
2973,Q45379,Danuta Siedzikówna,Polish resistance fighter,Female,Poland,Nurse,1928,1946.0,capital punishment,18.0
73834,Q504467,Luis Posada Carriles,Cuban terrorist and CIA agent,Male,Venezuela,Spy; terrorist,1928,2018.0,natural causes,90.0
234466,Q2074570,Peter Donat,Canadian-American actor,Male,Canada; United States of America,Artist,1928,2018.0,natural causes,90.0
118261,Q954681,Lucho Gatica,Chilean musician,Male,Chile,Artist,1928,2018.0,natural causes,90.0
576591,Q6776146,Martin Mayer,American business writer,Male,United States of America,Author,1928,2019.0,natural causes,91.0
57623,Q361297,Joe Jackson,American music manager and father of the Jackson family (1928-2018),Male,United States of America,Athlete,1928,2018.0,natural causes,90.0
40488,Q229990,Agnès Varda,"French photographer, artist, film director and screenwriter",Female,France,Artist,1928,2019.0,natural causes,91.0
873916,Q18349378,A. Dean Jeffs,American politician and lawyer,Male,United States of America,Politician,1928,2018.0,natural causes,90.0
1294,Q18301,Li Peng,former Premier of the People's Republic of China (1928-2019),Male,People's Republic of China; Republic of China (1912–1949),Politician,1928,2019.0,natural causes,91.0
575906,Q6768499,Mao Zhiyong,Chinese politician,Male,People's Republic of China; Republic of China (1912–1949),Politician,1929,2019.0,natural causes,90.0
34587,Q167368,Willie Francis,American best known for surviving a failed execution by electrocution in the United States,Male,United States of America,Criminal,1929,1947.0,capital punishment,18.0
76917,Q526123,Andy Hebenton,Canadian ice hockey player,Male,Canada,Athlete,1929,2019.0,natural causes,90.0
359480,Q3821199,Andrés Sardá Sacristán,Spanish fashion designer,Male,Spain,Fashion designer; designer,1929,2019.0,natural causes,90.0
43826,Q265776,Rutka Laskier,diarist,Female,Poland,Artist,1929,1943.0,homicide,14.0
250655,Q2406250,Eddie Garcia,Filipino actor,Male,Philippines,Artist,1929,2019.0,natural causes,90.0
367273,Q3980043,Tadashi Nakamura,"Japanese actor, voice actor and narrator",Male,Japan,Artist,1929,2019.0,natural causes,90.0
652703,Q8961383,Fernando Sebastián Aguilar,Spanish cardinal,Male,Spain,Religious figure,1929,2019.0,natural causes,90.0
279422,Q2864827,Arte Johnson,American actor (1929-2019),Male,United States of America,Artist,1929,2019.0,natural causes,90.0
1159694,Q58358600,Annemarie Loepert,German Jewish student murdered in Holocaust (1929-1942),Female,Nazi Germany,Student,1929,1942.0,homicide,13.0
563956,Q6419096,Kiyoshi Kawakubo,Japanese voice actor,Male,Japan,Artist,1929,2019.0,natural causes,90.0
279710,Q2865947,Arturo Fernández,Spanish actor,Male,Spain,Artist,1929,2019.0,natural causes,90.0
386471,Q4349720,Sequeira Costa,Portuguese musician,Male,Portugal,Artist,1929,2019.0,natural causes,90.0
350991,Q3742177,Paul Cain,American minister,Male,United States of America,Minister,1929,2019.0,natural causes,90.0
41001,Q235125,Ágnes Heller,Hungarian philosopher and academic,Female,Hungary,Teacher,1929,2019.0,accident,90.0
318,Q4583,Anne Frank,German-born diarist and Holocaust victim (1929-1945),Female,Germany,Artist,1929,1945.0,natural causes,16.0
1196998,Q64667819,Chang Liyi,Chinese air force pilot and CIA operative,Male,Taiwan; Republic of China (1912–1949),Military personnel,1929,2019.0,natural causes,90.0
157389,Q1370968,John Conyers,American politician from Michigan (1929-2019),Male,United States of America,Politician,1929,2019.0,natural causes,90.0
55214,Q346555,Joe Porcaro,American drummer,Male,United States of America,Artist,1930,2020.0,natural causes,90.0
681952,Q11369256,Yōko Kusaka,Japanese novelist,Female,Japan,Artist,1931,1952.0,suicide,21.0
77311,Q528885,Wilma Montesi,Italian murder victim,Female,Italy; Kingdom of Italy,Model,1932,1953.0,homicide,21.0
109984,Q863163,Billy Laughlin,child actor,Male,United States of America,Artist,1932,1948.0,accident,16.0
94190,Q701435,Liu Hulan,young female spy during the Chinese Civil War,Female,Republic of China (1912–1949),Spy,1932,1947.0,capital punishment,15.0
